SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-13-2015,Single Family Residential,1157 S Stelling Rd,CUPERTINO,CA,95014,1500000,3,2,CUPERTINO,1190,6000,1960,1640,1261,,Sold,,,http://www.redfin.com/CA/Cupertino/1157-S-Stelling-Rd-95014/home/625250,MLSListings,ML81448134,N,Y,37.3038158,-122.0417268
PAST SALE,April-17-2018,Single Family Residential,10340 Las Ondas Way,CUPERTINO,CA,95014,2798000,4,2.5,CUPERTINO,2310,7200,1962,509,1211,,Sold,,,http://www.redfin.com/CA/Cupertino/10340-Las-Ondas-Way-95014/home/1700733,MLSListings,ML81695379,N,Y,37.3179575,-122.0242313
PAST SALE,February-4-2019,Single Family Residential,1035 W Homestead Rd,SUNNYVALE,CA,94087,2200000,4,3,SUNNYVALE,2443,7171,1958,216,901,,Sold,,,http://www.redfin.com/CA/Sunnyvale/1035-W-Homestead-Rd-94087/home/995910,MLSListings,ML81733182,N,Y,37.3377917,-122.0566224
PAST SALE,July-9-2018,Townhouse,11030 Firethorne Dr,CUPERTINO,CA,95014,1307000,2,2.5,CUPERTINO,1385,2331,1977,426,944,325,Sold,,,http://www.redfin.com/CA/Cupertino/11030-Firethorne-Dr-95014/home/772361,MLSListings,ML81708624,N,Y,37.3382695,-122.032713
PAST SALE,July-12-2019,Single Family Residential,10590 S Tantau Ave,CUPERTINO,CA,95014,2090000,3,3,CUPERTINO,1964,5355,1953,58,1064,,Sold,,,http://www.redfin.com/CA/Cupertino/10590-S-Tantau-Ave-95014/home/1793012,MLSListings,ML81753390,N,Y,37.3143436,-122.0073104
PAST SALE,January-11-2013,Condo/Co-op,20488 STEVENS CREEK Blvd #1309,Cupertino,CA,95014,475000,1,1,Cupertino,850,435,2003,2431,559,307,Sold,,,http://www.redfin.com/CA/Cupertino/20488-Stevens-Creek-Blvd-95014/unit-1309/home/1052288,MLSListings,ML81241948,N,Y,37.3220569,-122.0304224
PAST SALE,May-31-2017,Single Family Residential,1120 Elmsford Dr,CUPERTINO,CA,95014,1860000,3,2.5,CUPERTINO,1724,6804,1966,830,1079,,Sold,,,http://www.redfin.com/CA/Cupertino/1120-Elmsford-Dr-95014/home/1622624,MLSListings,ML81648326,N,Y,37.3059504,-122.045856
PAST SALE,July-10-2018,Single Family Residential,916 Forest Ridge Dr,SAN JOSE,CA,95129,2380000,5,3,SAN JOSE,2239,6000,1967,425,1063,,Sold,,,http://www.redfin.com/CA/San-Jose/916-Forest-Ridge-Dr-95129/home/1227933,MLSListings,ML81709982,N,Y,37.3110378,-121.9943403
PAST SALE,March-16-2017,Townhouse,10059 Dove Oak Ct,CUPERTINO,CA,95014,1315000,3,2.5,CUPERTINO,1710,1862,1972,906,769,365,Sold,,,http://www.redfin.com/CA/Cupertino/10059-Dove-Oak-Ct-95014/home/779436,MLSListings,ML81639484,N,Y,37.322846,-122.072993
PAST SALE,September-25-2015,Single Family Residential,21612 Regnart Rd,CUPERTINO,CA,95014,1980000,4,2.5,CUPERTINO,2066,7811,1966,1444,958,,Sold,,,http://www.redfin.com/CA/Cupertino/21612-Regnart-Rd-95014/home/847591,MLSListings,ML81500681,N,Y,37.302355,-122.0529153
PAST SALE,,Single Family Residential,10960 Santa Teresa Dr,Cupertino,CA,95014,155500,4,3,,2119,7700,1968,,73,,,,,http://www.redfin.com/CA/Cupertino/10960-Santa-Teresa-Dr-95014/home/1123507,,,N,Y,37.3088964,-122.0563782
PAST SALE,,Single Family Residential,1218 Bubb Rd,Cupertino,CA,95014,800000,4,3,,2200,8600,1963,,364,,,,,http://www.redfin.com/CA/Cupertino/1218-Bubb-Rd-95014/home/1284874,,,N,Y,37.3021488,-122.0500517
PAST SALE,,Single Family Residential,11120 CHADWICK Pl,Cupertino,CA,95014,,4,3,,2102,7810,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/11120-Chadwick-Pl-95014/home/664409,MLSListings,,N,Y,37.3068303,-122.0545136
PAST SALE,,Single Family Residential,11082 CLARKSTON Ave,Cupertino,CA,95014,,4,3,,1944,7548,1967,,,,Sold,,,http://www.redfin.com/CA/Cupertino/11082-Clarkston-Ave-95014/home/780821,MLSListings,,N,Y,37.3074128,-122.0510285
PAST SALE,,Single Family Residential,21701 LINDY Ln,Cupertino,CA,95014,,3,2,,1548,8625,1965,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21701-Lindy-Ln-95014/home/1764538,MLSListings,,N,Y,37.3033749,-122.0545136
PAST SALE,,Single Family Residential,21813 TERRACE Dr,Cupertino,CA,95014,,3,2,,1568,7950,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21813-Terrace-Dr-95014/home/1777487,MLSListings,,N,Y,37.3054651,-122.0558011
PAST SALE,,Single Family Residential,1121 Yorkshire Dr,Cupertino,CA,95014,254000,3,2,,1541,7056,1966,,165,,,,,http://www.redfin.com/CA/Cupertino/1121-Yorkshire-Dr-95014/home/861065,,,N,Y,37.3054102,-122.0472102
PAST SALE,,Single Family Residential,1100 November Dr,Cupertino,CA,95014,2150000,4,2.5,,2355,8325,1986,,913,,,,,http://www.redfin.com/CA/Cupertino/1100-November-Dr-95014/home/785652,,,N,Y,37.3087212,-122.0443908
PAST SALE,,Single Family Residential,1159 ELMSFORD Dr,Cupertino,CA,95014,,3,2,,1359,7250,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1159-Elmsford-Dr-95014/home/1013317,MLSListings,,N,Y,37.3041017,-122.045634
PAST SALE,,Single Family Residential,7946 CRANBERRY Cir,Cupertino,CA,95014,,5,5,,2792,9384,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/7946-Cranberry-Cir-95014/home/1265501,MLSListings,,N,Y,37.3092632,-122.048631
PAST SALE,March-28-2017,Single Family Residential,1109 Milky Way,CUPERTINO,CA,95014,2010000,4,3,CUPERTINO,1939,7490,1960,894,1037,,Sold,,,http://www.redfin.com/CA/Cupertino/1109-Milky-Way-95014/home/755889,MLSListings,ML81640170,N,Y,37.3050082,-122.044746
PAST SALE,,Single Family Residential,7899 Robindell Way,Cupertino,CA,95014,1785000,3,2,,1683,11200,1960,,1061,,,,,http://www.redfin.com/CA/Cupertino/7899-Robindell-Way-95014/home/1646697,,,N,Y,37.3045412,-122.044302
PAST SALE,,Single Family Residential,21691 Columbus Ave,Cupertino,CA,95014,68100,3,3,,2119,7811,1966,,32,,,,,http://www.redfin.com/CA/Cupertino/21691-Columbus-Ave-95014/home/1531408,,,N,Y,37.3081473,-122.0537589
PAST SALE,October-11-2012,Single Family Residential,21513 TERRACE Dr,Cupertino,CA,95014,1290000,3,2,Cupertino,1766,8925,1962,2523,730,,Sold,,,http://www.redfin.com/CA/Cupertino/21513-Terrace-Dr-95014/home/781866,MLSListings,ML81232692,N,Y,37.3054288,-122.0506955
PAST SALE,,Single Family Residential,11235 MONTEREY Ct,Cupertino,CA,95014,,3,2,,1766,7500,1962,,,,Sold,,,http://www.redfin.com/CA/Cupertino/11235-Monterey-Ct-95014/home/781889,MLSListings,,N,Y,37.3047699,-122.0542472
PAST SALE,July-8-2012,Single Family Residential,21745 REGNART Rd,Cupertino,CA,95014,1528000,4,2.5,Cupertino,2508,11040,1973,2618,609,,Sold,,,http://www.redfin.com/CA/Cupertino/21745-Regnart-Rd-95014/home/1550296,MLSListings,ML81221251,N,Y,37.3011968,-122.0557567
PAST SALE,,Single Family Residential,1068 NOVEMBER Dr,Cupertino,CA,95014,,4,3,,2238,6000,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1068-November-Dr-95014/home/1025482,MLSListings,,N,Y,37.3080979,-122.045523
PAST SALE,,Single Family Residential,1155 ELMSFORD Dr,Cupertino,CA,95014,,4,2,,1510,6206,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1155-Elmsford-Dr-95014/home/1298078,MLSListings,,N,Y,37.3042628,-122.0457228
PAST SALE,September-25-2013,Single Family Residential,10823 WILKINSON Ave,Cupertino,CA,95014,1728000,4,2,Cupertino,1943,8023,1968,2174,889,,Sold,,,http://www.redfin.com/CA/Cupertino/10823-Wilkinson-Ave-95014/home/1214166,MLSListings,ML81333519,N,Y,37.3108867,-122.0557567
PAST SALE,April-19-2018,Single Family Residential,1026 Pennington Ln,CUPERTINO,CA,95014,2520000,4,3,CUPERTINO,1661,6025,1963,507,1517,,Sold,,,http://www.redfin.com/CA/Cupertino/1026-Pennington-Ln-95014/home/1258613,MLSListings,ML81697056,N,Y,37.3096771,-122.049186
PAST SALE,June-6-2014,Single Family Residential,11257 BUBB Rd,Cupertino,CA,95014,2025000,4,3,Cupertino,2719,10048,1987,1920,745,,Sold,,,http://www.redfin.com/CA/Cupertino/11257-Bubb-Rd-95014/home/780876,MLSListings,ML81414296,N,Y,37.3043154,-122.0506511
PAST SALE,,Single Family Residential,21428 KRZICH Pl,Cupertino,CA,95014,,4,3,,2492,7500,1970,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21428-Krzich-Pl-95014/home/839013,MLSListings,,N,Y,37.3055719,-122.0491638
PAST SALE,,Single Family Residential,11000 MARIA ROSA Way,Cupertino,CA,95014,,4,3,,2248,7700,1972,,,,Sold,,,http://www.redfin.com/CA/Cupertino/11000-Maria-Rosa-Way-95014/home/1776244,MLSListings,,N,Y,37.3085955,-122.0545136
PAST SALE,,Single Family Residential,21663 CASTLETON St,Cupertino,CA,95014,,5,3,,2822,7400,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21663-Castleton-St-95014/home/1531412,MLSListings,,N,Y,37.3074041,-122.0533593
PAST SALE,June-23-2015,Single Family Residential,11238 Bubb Rd,CUPERTINO,CA,95014,1790000,5,3,CUPERTINO,2724,7000,1973,1538,657,,Sold,,,http://www.redfin.com/CA/Cupertino/11238-Bubb-Rd-95014/home/1332161,MLSListings,ML81462119,N,Y,37.3047512,-122.0501405
PAST SALE,,Single Family Residential,7941 CRANBERRY Cir,Cupertino,CA,95014,,3,2,,1506,8450,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/7941-Cranberry-Cir-95014/home/1726379,MLSListings,,N,Y,37.3099164,-122.04852
PAST SALE,,Single Family Residential,21692 COLUMBUS Ave,Cupertino,CA,95014,,5,3,,2300,7776,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21692-Columbus-Ave-95014/home/692557,MLSListings,,N,Y,37.3076832,-122.0538033
PAST SALE,,Single Family Residential,11247 BUBB Rd,Cupertino,CA,95014,,3,2,,1568,8000,1962,,,,Sold,,,http://www.redfin.com/CA/Cupertino/11247-Bubb-Rd-95014/home/780868,MLSListings,,N,Y,37.3046401,-122.0506955
PAST SALE,,Single Family Residential,21411 COLUMBUS Ave,Cupertino,CA,95014,,3,2,,2374,14700,1954,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21411-Columbus-Ave-95014/home/1284863,MLSListings,,N,Y,37.3081097,-122.0487198
PAST SALE,,Single Family Residential,1081 November Dr,Cupertino,CA,95014,1870000,3,2,,1660,6130,1963,,1127,,,,,http://www.redfin.com/CA/Cupertino/1081-November-Dr-95014/home/1776476,,,N,Y,37.3075116,-122.045412
PAST SALE,,Single Family Residential,1092 MILKY Way,Cupertino,CA,95014,,3,2,,2022,7800,1960,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1092-Milky-Way-95014/home/1472039,MLSListings,,N,Y,37.3060371,-122.044635
PAST SALE,,Single Family Residential,11129 Sutherland Ave,Cupertino,CA,95014,545000,5,3,,2300,7519,1967,,237,,,,,http://www.redfin.com/CA/Cupertino/11129-Sutherland-Ave-95014/home/780718,,,N,Y,37.3065619,-122.0541584
PAST SALE,,Single Family Residential,21682 COLUMBUS Ave,Cupertino,CA,95014,,3,3,,2119,7597,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21682-Columbus-Ave-95014/home/871861,MLSListings,,N,Y,37.3076885,-122.0535369
PAST SALE,,Single Family Residential,21538 Rosario Ave,Cupertino,CA,95014,1580000,3,2,,1738,7500,1972,,909,,,,,http://www.redfin.com/CA/Cupertino/21538-Rosario-Ave-95014/home/1683917,,,N,Y,37.3091794,-122.0509619
PAST SALE,November-28-2012,Single Family Residential,11302 TERRA BELLA Dr,Cupertino,CA,95014,1325000,4,2.5,Cupertino,1890,7875,1962,2475,701,,Sold,,,http://www.redfin.com/CA/Cupertino/11302-Terra-Bella-Dr-95014/home/1546265,MLSListings,ML81237935,N,Y,37.303846,-122.0553793
PAST SALE,,Single Family Residential,21751 SANTA BELLA Pl,Cupertino,CA,95014,,3,3,,1764,10350,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21751-Santa-Bella-Pl-95014/home/792246,MLSListings,,N,Y,37.3040283,-122.0550242
PAST SALE,,Single Family Residential,21490 VAI Ave,Cupertino,CA,95014,,4,4,,2769,14900,1950,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21490-Vai-Ave-95014/home/785186,MLSListings,,N,Y,37.3066171,-122.0501183
PAST SALE,,Single Family Residential,1143 ELMSFORD Dr,Cupertino,CA,95014,,4,3,,1924,8400,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1143-Elmsford-Dr-95014/home/1594588,MLSListings,,N,Y,37.3048088,-122.045967
PAST SALE,,Single Family Residential,1174 ELMSFORD Dr,Cupertino,CA,95014,,5,2,,2086,5974,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1174-Elmsford-Dr-95014/home/1119194,MLSListings,,N,Y,37.3035045,-122.0448126
PAST SALE,May-7-2013,Single Family Residential,1164 ELMSFORD Dr,Cupertino,CA,95014,1410000,4,2,Cupertino,1510,5974,1963,2315,934,,Sold,,,http://www.redfin.com/CA/Cupertino/1164-Elmsford-Dr-95014/home/785366,MLSListings,ML81311538,N,Y,37.3039767,-122.0449902
PAST SALE,,Single Family Residential,7825 ORION Ln,Cupertino,CA,95014,,4,3,,3043,6765,2002,,,,Sold,,,http://www.redfin.com/CA/Cupertino/7825-Orion-Ln-95014/home/1363503,MLSListings,,N,Y,37.306874,-122.0441022
PAST SALE,,Single Family Residential,21571 TERRACE Dr,Cupertino,CA,95014,,6,5,,3514,8136,1962,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21571-Terrace-Dr-95014/home/780815,MLSListings,,N,Y,37.3054479,-122.0516278
PAST SALE,October-21-2016,Single Family Residential,1009 November Dr,CUPERTINO,CA,95014,1788000,4,2,CUPERTINO,1677,5998,1961,1052,1066,,Sold,,,http://www.redfin.com/CA/Cupertino/1009-November-Dr-95014/home/1740304,MLSListings,ML81612377,N,Y,37.310482,-122.0471436
PAST SALE,December-3-2015,Single Family Residential,1012 November Dr,CUPERTINO,CA,95014,1680000,3,2,CUPERTINO,1552,6534,1962,1375,1082,,Sold,,,http://www.redfin.com/CA/Cupertino/1012-November-Dr-95014/home/1726409,MLSListings,ML81522111,N,Y,37.3105302,-122.0466108
PAST SALE,,Single Family Residential,1015 KENMORE Ct,Cupertino,CA,95014,,4,3,,2114,7500,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1015-Kenmore-Ct-95014/home/785780,MLSListings,,N,Y,37.3106571,-122.0452566
PAST SALE,September-26-2016,Single Family Residential,21683 Terrace Dr,CUPERTINO,CA,95014,2080000,4,2.5,CUPERTINO,2082,8328,1962,1077,999,,Sold,,,http://www.redfin.com/CA/Cupertino/21683-Terrace-Dr-95014/home/1455975,MLSListings,ML81597563,N,Y,37.3054216,-122.0535813
PAST SALE,,Single Family Residential,21675 REGNART Rd,Cupertino,CA,95014,,4,3,,2400,10439,1971,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21675-Regnart-Rd-95014/home/886514,MLSListings,,N,Y,37.3021877,-122.0544026
PAST SALE,,Single Family Residential,18780 LOREE Ave,Cupertino,CA,95014,,3,2,,1078,5559,1952,,,,Sold,,,http://www.redfin.com/CA/Cupertino/18780-Loree-Ave-95014/home/1216783,MLSListings,,N,Y,37.3195494,-122.0003813
PAST SALE,,Single Family Residential,21702 COLUMBUS Ave,Cupertino,CA,95014,,4,3,,2119,7560,1968,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21702-Columbus-Ave-95014/home/780765,MLSListings,,N,Y,37.3076913,-122.0540253
PAST SALE,April-19-2018,Single Family Residential,11141 Bubb Rd,CUPERTINO,CA,95014,2400000,4,2.5,CUPERTINO,2280,7900,1973,507,1053,,Sold,,,http://www.redfin.com/CA/Cupertino/11141-Bubb-Rd-95014/home/781864,MLSListings,ML81694894,N,Y,37.3063933,-122.0506733
PAST SALE,,Single Family Residential,1104 ELMSFORD,Cupertino,CA,95120,,4,4,,3550,8500,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1104-Elmsford-Dr-95014/home/1243903,Bridge MLS,,N,Y,37.3065836,-122.0461224
PAST SALE,,Single Family Residential,11430 CHARSAN Ln,Cupertino,CA,95014,,5,4,,3374,8712,1995,,,,Sold,,,http://www.redfin.com/CA/Cupertino/11430-Charsan-Ln-95014/home/568555,MLSListings,,N,Y,37.3015402,-122.0441022
PAST SALE,April-20-2012,Single Family Residential,1240 BUBB Rd,Cupertino,CA,95014,1320000,4,3,Cupertino,1798,7668,1963,2697,734,,Sold,,,http://www.redfin.com/CA/Cupertino/1240-Bubb-Rd-95014/home/1119209,MLSListings,ML81209932,N,Y,37.3014727,-122.0500517
PAST SALE,,Single Family Residential,11131 Bubb Rd,Cupertino,CA,95014,440000,4,3,,2135,7900,1973,,206,,,,,http://www.redfin.com/CA/Cupertino/11131-Bubb-Rd-95014/home/954791,,,N,Y,37.3066186,-122.0506733
PAST SALE,,Single Family Residential,21657 ROSARIO Ave,Cupertino,CA,95014,,4,3,,2517,7500,1972,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21657-Rosario-Ave-95014/home/780807,MLSListings,,N,Y,37.3096067,-122.0540253
PAST SALE,,Single Family Residential,1189 YORKSHIRE Ct,Cupertino,CA,95014,,3,2,,1744,12927,1963,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1189-Yorkshire-Ct-95014/home/785516,MLSListings,,N,Y,37.3027507,-122.048742
PAST SALE,,Single Family Residential,21451 Vai Ave,Cupertino,CA,95014,257000,5,6,,5200,15198,1999,,49,,,,,http://www.redfin.com/CA/Cupertino/21451-Vai-Ave-95014/home/1401552,,,N,Y,37.307069,-122.0494301
PAST SALE,,Single Family Residential,10843 Wilkinson Ave,Cupertino,CA,95014,405000,5,3,,2610,8023,1968,,155,,,,,http://www.redfin.com/CA/Cupertino/10843-Wilkinson-Ave-95014/home/1646633,,,N,Y,37.3104736,-122.0557567
PAST SALE,,Single Family Residential,21527 RAINBOW Dr,Cupertino,CA,95014,,4,3,,2066,8190,1967,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21527-Rainbow-Dr-95014/home/1622521,MLSListings,,N,Y,37.3011511,-122.0511173
PAST SALE,,Single Family Residential,1155 STAFFORD Dr,Cupertino,CA,95014,,4,3,,2238,7630,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/1155-Stafford-Dr-95014/home/1281886,MLSListings,,N,Y,37.3045378,-122.0495411
PAST SALE,January-31-2017,Single Family Residential,21640 Edward Way,CUPERTINO,CA,95014,2300000,4,2.5,CUPERTINO,2135,8000,1972,950,1077,,Sold,,,http://www.redfin.com/CA/Cupertino/21640-Edward-Way-95014/home/1084114,MLSListings,ML81637279,N,Y,37.3084638,-122.0535813
PAST SALE,,Single Family Residential,21530 Edward Way,Cupertino,CA,95014,1872500,4,2,,1859,8000,1972,,1007,,,,,http://www.redfin.com/CA/Cupertino/21530-Edward-Way-95014/home/1025329,,,N,Y,37.3084469,-122.0506511
PAST SALE,March-22-2019,Single Family Residential,11256 Palos Verdes Ct,CUPERTINO,CA,95014,2420000,4,2.5,CUPERTINO,1910,9450,1962,170,1267,,Sold,,,http://www.redfin.com/CA/Cupertino/11256-Palos-Verdes-Ct-95014/home/781907,MLSListings,ML81733054,N,Y,37.3043483,-122.0527822
PAST SALE,March-28-2019,Single Family Residential,1039 November Dr,CUPERTINO,CA,95014,2000000,4,3,CUPERTINO,2043,6017,1963,164,979,,Sold,,,http://www.redfin.com/CA/Cupertino/1039-November-Dr-95014/home/785789,MLSListings,ML81739081,N,Y,37.3090546,-122.046522
PAST SALE,April-18-2019,Single Family Residential,1093 Milky Way,CUPERTINO,CA,95014,1810000,3,2,CUPERTINO,1196,6600,1960,143,1513,,Sold,,,http://www.redfin.com/CA/Cupertino/1093-Milky-Way-95014/home/692697,MLSListings,ML81743370,N,Y,37.3057784,-122.0450568
PAST SALE,July-15-2019,Single Family Residential,1005 November Dr,CUPERTINO,CA,95014,2100000,5,3,CUPERTINO,2822,6000,1962,55,744,,Sold,,,http://www.redfin.com/CA/Cupertino/1005-November-Dr-95014/home/1567423,MLSListings,ML81740534,N,Y,37.310643,-122.0472324
PAST SALE,,Single Family Residential,10942 Wilkinson Ave,Cupertino,CA,95014,700000,4,3,,2789,7735,1989,,251,,,,,http://www.redfin.com/CA/Cupertino/10942-Wilkinson-Ave-95014/home/781579,,,N,Y,37.3091792,-122.0553793
PAST SALE,,Single Family Residential,21776 Collingsworth St,Cupertino,CA,95014,725000,4,3,,2726,7811,1966,,266,,,,,http://www.redfin.com/CA/Cupertino/21776-Collingsworth-St-95014/home/1331872,,,N,Y,37.3057199,-122.0555791
PAST SALE,,Single Family Residential,11131 Chadwick Pl,Cupertino,CA,95014,410000,5,3,,2300,7200,1966,,178,,,,,http://www.redfin.com/CA/Cupertino/11131-Chadwick-Pl-95014/home/780737,,,N,Y,37.3067057,-122.055113
PAST SALE,,Single Family Residential,21580 Edward Way,Cupertino,CA,95014,518000,5,3,,2412,8000,1972,,215,,,,,http://www.redfin.com/CA/Cupertino/21580-Edward-Way-95014/home/1344698,,,N,Y,37.308458,-122.051983
PAST SALE,,Single Family Residential,21593 Castleton St,Cupertino,CA,95014,515000,5,3,,2604,7548,1966,,198,,,,,http://www.redfin.com/CA/Cupertino/21593-Castleton-St-95014/home/1493664,,,N,Y,37.3073796,-122.0520718
PAST SALE,,Single Family Residential,21587 Rosario Ave,Cupertino,CA,95014,586000,4,3,,2248,7500,1972,,261,,,,,http://www.redfin.com/CA/Cupertino/21587-Rosario-Ave-95014/home/1369570,,,N,Y,37.3095929,-122.052205
PAST SALE,,Single Family Residential,11146 Palos Verdes Dr,Cupertino,CA,95014,354540,4,4,,2300,7344,1966,,154,,,,,http://www.redfin.com/CA/Cupertino/11146-Palos-Verdes-Dr-95014/home/1401431,,,N,Y,37.3061779,-122.0526934
PAST SALE,,Single Family Residential,11249 Palos Verdes Ct,Cupertino,CA,95014,436000,4,3,,2166,9000,1962,,201,,,,,http://www.redfin.com/CA/Cupertino/11249-Palos-Verdes-Ct-95014/home/781899,,,N,Y,37.3045859,-122.0534259
PAST SALE,,Single Family Residential,11221 Catalina Ct,Cupertino,CA,95014,442000,3,2,,1766,7600,1962,,250,,,,,http://www.redfin.com/CA/Cupertino/11221-Catalina-Ct-95014/home/1165071,,,N,Y,37.3050055,-122.0524714
PAST SALE,,Single Family Residential,21551 Regnart Rd,Cupertino,CA,95014,472000,4,3,,1983,10920,1965,,238,,,,,http://www.redfin.com/CA/Cupertino/21551-Regnart-Rd-95014/home/780882,,,N,Y,37.3034425,-122.0517388
PAST SALE,,Single Family Residential,21592 Regnart Rd,Cupertino,CA,95014,207000,5,4,,2594,6699,1966,,80,,,,,http://www.redfin.com/CA/Cupertino/21592-Regnart-Rd-95014/home/1805096,,,N,Y,37.3024769,-122.0524492
PAST SALE,,Single Family Residential,7941 Woodlark Way,Cupertino,CA,95014,206000,3,2,,1190,7548,1963,,173,,,,,http://www.redfin.com/CA/Cupertino/7941-Woodlark-Way-95014/home/926526,,,N,Y,37.3089557,-122.0477208
PAST SALE,,Single Family Residential,21450 Columbus Ave,Cupertino,CA,95014,130000,4,3,,2610,15198,1952,,50,,,,,http://www.redfin.com/CA/Cupertino/21450-Columbus-Ave-95014/home/1332154,,,N,Y,37.3075948,-122.0494301
PAST SALE,,Single Family Residential,1103 Elmsford Dr,Cupertino,CA,95014,549000,4,3,,2238,11484,1966,,245,,,,,http://www.redfin.com/CA/Cupertino/1103-Elmsford-Dr-95014/home/785350,,,N,Y,37.3065208,-122.0467662
PAST SALE,,Single Family Residential,1154 Elmsford Dr,Cupertino,CA,95014,465000,4,2,,1510,5974,1963,,308,,,,,http://www.redfin.com/CA/Cupertino/1154-Elmsford-Dr-95014/home/1838330,,,N,Y,37.304449,-122.0451678
PAST SALE,,Single Family Residential,1128 Elmsford Dr,Cupertino,CA,95014,440000,4,3,,2238,6804,1966,,197,,,,,http://www.redfin.com/CA/Cupertino/1128-Elmsford-Dr-95014/home/1531550,,,N,Y,37.3055908,-122.0456784
PAST SALE,,Single Family Residential,1225 Weymoth Dr,Cupertino,CA,95014,420000,4,2,,1798,7119,1963,,234,,,,,http://www.redfin.com/CA/Cupertino/1225-Weymoth-Dr-95014/home/634515,,,N,Y,37.3017114,-122.0462112
PAST SALE,,Single Family Residential,11425 Charsan Ln,Cupertino,CA,95014,838000,5,3,,3400,9750,1996,,246,,,,,http://www.redfin.com/CA/Cupertino/11425-Charsan-Ln-95014/home/1124005,,,N,Y,37.3021157,-122.0441244
PAST SALE,,Single Family Residential,11366 Bubb Rd,Cupertino,CA,95014,192500,5,4,,3076,8614,1992,,63,,,,,http://www.redfin.com/CA/Cupertino/11366-Bubb-Rd-95014/home/1426402,,,N,Y,37.3028732,-122.0501405
PAST SALE,,Single Family Residential,7860 Festival Dr,Cupertino,CA,95014,375000,3,2,,1190,5830,1963,,315,,,,,http://www.redfin.com/CA/Cupertino/7860-Festival-Dr-95014/home/1415771,,,N,Y,37.3115921,-122.0454564
PAST SALE,,Single Family Residential,7856 Jeanette Ct,Cupertino,CA,95014,283500,5,3,,2494,8325,1986,,114,,,,,http://www.redfin.com/CA/Cupertino/7856-Jeanette-Ct-95014/home/785655,,,N,Y,37.3089844,-122.0450124
PAST SALE,,Single Family Residential,10938 Sycamore Dr,Cupertino,CA,95014,1645000,5,5,,3240,20928,2000,,508,,,,,http://www.redfin.com/CA/Cupertino/10938-Sycamore-Dr-95014/home/1581217,,,N,Y,37.3365382,-122.0900247
PAST SALE,,Single Family Residential,23654 Oak Valley Rd,Cupertino,CA,95014,1416000,4,4,,3428,11181,2000,,413,,,,,http://www.redfin.com/CA/Cupertino/23654-Oak-Valley-Rd-95014/home/1355782,,,N,Y,37.3357611,-122.0888707
PAST SALE,,Single Family Residential,23555 Oak Valley Rd,Cupertino,CA,95014,1077000,4,4,,3040,12637,1999,,354,,,,,http://www.redfin.com/CA/Cupertino/23555-Oak-Valley-Rd-95014/home/1535445,,,N,Y,37.3352295,-122.0867182
PAST SALE,,Single Family Residential,18860 NEWSOM Ave,Cupertino,CA,95014,,4,2,,1812,8250,1955,,,,Sold,,,http://www.redfin.com/CA/Cupertino/18860-Newsom-Ave-95014/home/1567709,MLSListings,,N,Y,37.3105722,-122.0022469
PAST SALE,,Single Family Residential,10880 WUNDERLICH Dr,Cupertino,CA,95014,,4,3,,2059,6000,1955,,,,Sold,,,http://www.redfin.com/CA/Cupertino/10880-Wunderlich-Dr-95014/home/1298315,MLSListings,,N,Y,37.3105094,-121.9977162
